name,description,availability,price,discount_price,sku
Unitek U305A USB3.1 USB-C Male to USB-C Female Active...,Cable Type:USB|USB Type:USB-C to USB-C Extension|USB Version:3.1|Active Cable:Active|Length:5.0m,Out of Stock,€30.40,,unitek-u305a-usb31-usb-c-male-to-usb-c-female-active-extension-cable-5m
CPU cooler Be quiet PURE ROCK 2 Slim BK030,"max  TDP 130 W 
1 x 120 mm fan ( 4 pin PWM)
FAN speed 2000 rpm @ 25.4dB
Intel Sockets Intel LGA 1150/1151/1155/1200/1700 
AMD Sockets: AMD: AM5 / AM4",Out of Stock,€30.50,,cpu-cooler-be-quiet-pure-rock-2-slim-bk030-4260052188453
Logitech Keyboard Combo MK120 UK (920-002552),"Wired keyboard and mouse set
Interface ; USB
Water proof keyboard
Layout UK",Out of Stock,€31.00,,logitech-keyboard-combo-mk120-uk-920-002552-5099206020665
Logitech Keyboard Combo MK120 RUS (920-002561),"Wired keyboard and mouse set
Interface ; USB
Water proof keyboard
Layout US - RUS",Out of Stock,€31.00,,logitech-keyboard-combo-mk120-rus-920-002561-5099206020658
Logitech Keyboard Combo MK120 US (920-002562),"Wired keyboard and mouse set
Interface ; USB
Water proof keyboard
Layout US",Out of Stock,€31.00,,logitech-keyboard-combo-mk120-us-920-002562-5099206020665
Logitech Keyboard Combo MK120 GR,"Wired keyboard and mouse set
Interface ; USB
Water proof keyboard
Layout US GR",Out of Stock,€31.00,,logitech-keyboard-combo-mk120-gr-5099206020498
Unitek C1815EBK CAT7 SSTP Pure Copper Ethernet Cable...,Type:Cat7|Conductor:Copper|Length:20.0m|Colour:Black,Out of Stock,€31.35,,unitek-c1815ebk-cat7-sstp-pure-copper-ethernet-cable-200m-black
Vention IT Enclosure M2 NVMe SSD USB 3.1 Gen 2 Metal KPGH0,Size:M.2|Housing Material:Aluminium|Transfer Speed:USB-C 10Gbps,Out of Stock,€31.35,,vention-it-enclosure-m2-nvme-ssd-usb-31-gen-2-metal-kpgh0-6922794761292
Machenike PC Gamepad Wireless G3S Black,No description available,Out of Stock,€31.50,,machenike-pc-gamepad-wireless-g3s-black-6975971293666
Thunderobot Dark Warrior 15/6 Laptop Backpack,"Type:BackPack|Size:Up to 15.6""|Water Protection:Splash Proof|Color:Black",Out of Stock,€31.50,,thunderobot-dark-warrior-15-6-laptop-backpack
Gamdias Artemis E1 Gaming Combo 3 In 1,"ARTEMIS E1 COMBO OVERVIEW
""Gamer's Choice""
ARTEMIS E1 3-in-one combo meets all your gaming needs. The ZEUS E2 uses a gaming grade optical sensor with up to 3200 DPI and offers on-the-fly sensitivity adjustments. The EROS E1 uses 40mm neodymium...",Out of Stock,€31.90,,gamdias-artemis-e1-gaming-combo-3-in-1
Unitek V1110A 4K HDMI Switch 5in-1out,No description available,Out of Stock,€32.00,,unitek-v1110a-4k-hdmi-switch-5in-1out
RAM Kingfast 16GB DDR4 3200 MHZ SO-DIMM KF3200NDCD4-16GB,"Capacity: 16 GB
Speed: 3200 MHz
DDR4 SO-DIMM
Compatible for Laptop
Warranty 3 Year",Out of Stock,€32.00,,ram-kingfast-16gb-ddr4-3200-mhz-so-dimm-kf3200ndcd4-16gb
Trust GXT 838 Azor Gaming Bundle,"Keyboard
Full-size keyboard layout
3 combined LED color modes with adjustable brightness
Anti-Ghosting: up to 8 simultaneous key pressings
Game mode switch; directly disable Windows key
Anti-slip rubber feet and 2 steps height adjustable
12...",Out of Stock,€32.00,,trust-gxt-838-azor-gaming-bundle
ORICO USB3.0 PORTS EXPANSION BY PCI-EXPRESS ADAPTER -...,"Inpout port: 7 superspeed usb 3.0 Ports
Outpou port: PCI-E
Supported system : windows 10/8/7/vista/Xp",Out of Stock,€32.00,,orico-usb30-ports-expansion-by-pci-express-adapter-pvu3-7u
WOOX R5149 Smart RGB LED Strip Kit 24W IP64 with Music...,"Color Kelvin: 3000K ~ 6500K, RGB+CCT
Input voltage: DC 12V 2A
Voice support: Google Assistant, Amazon Alexa
Net standard: IEEE 802.11b/g/n &amp; Bluetooth 4.2
Length 5 meters",Out of Stock,€32.00,,woox-r5149-smart-rgb-led-strip-kit-24w-ip64-with-music-function-8435606715058
Xigmatek Windpower WP1264,"Compatible For Intel and AMD CPU
RGB Lighting FAN
Aluminium Heatsink
Support Dual FANs 120 mm",Out of Stock,€32.00,,xigmatek-windpower-wp1264
CPU air cooler TA IA120-1 AGB 4 pin,"FAN size: 120 mm
TDP 190W
FAN speed 800-1600 RPM
Color led ARGB
Warranty : 1 Year",Out of Stock,€32.00,,cpu-air-cooler-ta-ia120-1-agb-4-pin
PNY SSD CS1030 M.2 GEN3 250GB,Type:SSD|Form Factor:M.2|Capacity:250GB|Use:Internal,Out of Stock,€32.00,,pny-ssd-cs1030-m2-gen3-250gb
WOOX R5093 24W Wi-Fi Smart LED Strip RGB IP65 5.0m,"Works with Amazon Alexa (Echo and echo Dot) and Google Assistant for voice control (Alexa device and Google Home device sold separately) and IFTTT
No Hub required - Works with any 2.4GHz Wi-Fi router without the need for a separate Hub or paid...",Out of Stock,€32.00,,woox-r5093-24w-wi-fi-smart-led-strip-rgb-ip65-50m
Zyxel 8-Port Gigabit Ethernet Switch Metal GS-108BV3,"Ethernet Speed:Gigabit|Ethernet Ports:8|Type:Unmanaged|Mounting:Desktop/Wall|Recommended for:VoIP Phones, IP Cameras",Out of Stock,€32.00,,zyxel-8-port-gigabit-ethernet-switch-metal-gs-108bv3
USB HUB Logilink UA0282 USB 3.0 4-PORT 5V power adapter,"4 x USB ports
Max. data transfer rate: Up to 5 Gbit/s
Delivery: USB 3.0 cable and 5V/4A power supply
Plug &amp; Play
Windows 10, Linus, MAC OS 9.x and newer",Out of Stock,€32.00,,usb-hub-logilink-ua0282-usb-30-4-port-5v-power-adapter
DigitMX DMX-KVM2 USB VGA KVM Switch 2-Port  Auto,Connectivity:VGA|Type:2 in 1,Out of Stock,€32.00,,digitmx-dmx-kvm2-usb-vga-kvm-switch-2-port-auto
Armaggeddon SMK-2C PSYCHFALCONET Low Profile TLK...,Type:Wired|Light Effect:RGB|Low Profile:Yes|Mechanical Keys:Yes|Switch Type:Blue|TLK:Yes|Light FX:Yes,Out of Stock,€32.00,,armaggeddon-smk-2c-psychfalconet-low-profile-mechanical-keyboard
Lian li FAN SL-INF 140 ARGB Reverse blade black,"FAN: 140 mm 
FAN Size : 140 x 140 x 25 mm
FAN SPEED: 0.2~1600 RPM
Maximum airflow of 71.6 CFM 
Max Noise level: 28.6 dbA
40 ARGB LEDs",Out of Stock,€32.00,,lian-li-fan-sl-inf-140-argb-reverse-blade-black-4718466014894
Thunderobot K87 Gaming Mechanical Keyboard Red Switch,Type:Wired|Mechanical Keys:Yes|Switch Type:Red|TLK:Yes,Out of Stock,€32.29,,thunderobot-k87-gaming-mechanical-keyboard-red-switch
Orico HDE USB3.0 3.5'' HDD Enclosure 3599U3,"Size:3.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€32.30,,orico-hde-usb30-35-hdd-enclosure-3599u3
Unitek Y-HB03001 USB3.0 4-Port Hub Incl 12VA2A Power Adaptor,"A compact hub for USB port expansion
	With USB3.0 specification, data transfer speed up to 5Gbps
	Backward compatible with USB2.0/USB1.1.
	With BC1.2 charging technology, applicable for all smartphones and tablets.
	With LED light, it...",Out of Stock,€32.30,,unitek-y-hb03001-usb30-4-port-hub-incl-12va2a-power-adaptor
Mousepad Endgame Gear MPC-890 cordura,"Dimensions: The 89 x 45cm textile surface
thickness of 3mm",Out of Stock,€32.50,,mousepad-endgame-gear-mpc-890-cordura
SSD Team Group CX2 512GB,"Capacity 512 GB


Form factor 2.5 inch

Interface SATA III
3 Year Warranty",Out of Stock,€32.50,,ssd-team-group-cx2-512gb-765441051935
Unitek Network 24-Port CAT6 UTP Patch Panel T003A,"Type: Cat6
Ports: 24
Mounting: Rack Mounted",Out of Stock,€32.50,,unitek-network-24-port-cat6-utp-patch-panel-t003a
Wireless Keyboard combo HP 230 black 18H24AA,"Wireless Connection
Standart Keyboard &amp; mouse
Sleek and Quiet Keyboard
2 Years Warranty",Out of Stock,€32.60,,wireless-keyboard-combo-hp-230-black-18h24aa
Orico Converter USB-A to HDMI Alum UTH,Input:USB Type-A|HDMI Output:Yes|USB Version:3.0,Out of Stock,€32.90,,orico-converter-usb-a-to-hdmi-alum-uth
TA 256 GB / 2.5 inch SSD Disk,"Capacity: 256 GB
Interface: SATA III, 6 Gbps
Speed: Read 550 MB/s, Write 410 MB/s
Form Factor​: 2.5/ 7mm
Warranty 3 Year",Out of Stock,€33.00,,ta-256-gb-25-inch-ssd-disk
Lian li FAN SL-INF 140 ARGB Reverse blade white,"FAN: 140 mm 
FAN Size : 140 x 140 x 25 mm
FAN SPEED: 0.2~1600 RPM
Maximum airflow of 71.6 CFM 
Max Noise level: 28.6 dbA
40 ARGB LEDs",Out of Stock,€33.00,,lian-li-fan-sl-inf-140-argb-reverse-blade-white-4718466014900
Patch Panel DT-PCP-03 24PORTS CAT6,"Type: Cat6
Ports: 24
Mounting: Rack Mounted",Out of Stock,€33.00,,patch-panel-dt-pcp-03-24ports-cat6
DigitMX DMX-HS46 HDMI Splitter 1x4 4K*2K,"Type:HDMI|Ports:4|Resolution:4K
HDMI (3D, deep color) HDCP compatible
Supports resolutions of up to 1920*1440/1080p Full HD
Support EDID
Supports Dolby True HD and DTS HD Master Audio
Long distance transmission – up to 15m (24AWG)",Out of Stock,€33.00,,digitmx-dmx-hs46-hdmi-splitter-1x4-4k2k
Keyboard HP Pavilion 300 4CE96AA,"Type; Wired 
Connection: USB
Slim full size
OS compatible: Windows 7, 8, 10",Out of Stock,€33.00,,keyboard-hp-pavilion-300-4ce96aa
Logitech Keyboard Combo MK220 wireless,"Logitech Wireless Combo MK220 - keyboard and mouse set
Interface 2.4 GHz
Wireless Receiver USB wireless receiver
Input Device Keyboard - wireless
Layout US GR",Out of Stock,€33.00,,logitech-keyboard-combo-mk220-wireless
Wireless Keyboard HP 230 black 3L1E7AA,"Wireless Connection
Standart Keyboard
Sleek and Quiet
2 Years Warranty",Out of Stock,€33.00,,wireless-keyboard-hp-230-black-3l1e7aa
Unitek VGA KVM Switch 2In1Out with 3-Port USB2.0 Hub...,Connectivity:VGA|Type:2 in 1,Out of Stock,€33.00,,unitek-vga-kvm-switch-2in1out-with-3-port-usb20-hub-u-8709abk
Thunderobot Frost Sheath15/6 Laptop Backpack,"Type:BackPack
Size:Up to 15.6""
Water Protection:Splash Proof
Color: White",Out of Stock,€33.00,,thunderobot-frost-sheath156-laptop-backpack
Unitek U1313B USB-A 3.2 to 2.5GbE RJ45 Adapter,Interface:USB-A|Ethernet Speed:2.5GbE|Ethernet Type:RJ45,Out of Stock,€33.24,,unitek-u1313b-usb-a-32-to-25gbe-rj45-adapter
Cudy PCIe Adapter 2.5Gbs Ethernet PE25,Interface:PCI|Ethernet Speed:2.5GbE|Ethernet Type:RJ45,Out of Stock,€33.24,,cudy-pcie-adapter-25gbs-ethernet-pe25
Unitek Y-274 USB2.0 USB-A Male to USB-A Female Active...,Cable Type:USB|USB Type:USB-A to USB-A Extension|USB Version:2.0|Active Cable:Yes|Length:20.0m,Out of Stock,€33.24,,unitek-y-274-usb20-usb-a-male-to-usb-a-female-active-extension-cable-20m
Unitek Converter USB-C to LAN Gigabit Ethernet PD100W U1323A,Interface:USB-C|Ethernet Speed:Gigabit|Ethernet Type:RJ45,Out of Stock,€33.24,,unitek-converter-usb-c-to-lan-gigabit-ethernet-pd100w-u1323a
Cudy Whole Home Mesh Extra Unit AC1200 Dual Band Gigabit...,Type:Wireless|Ethernet Speed:Gigabit|Wi-Fi Technology:Wi-Fi 5|Wi-Fi Mesh:Yes|Wi-Fi Speed:AC1200|Ethernet Ports:2|System Memory:128MB RAM|Mobile APP:Yes,Out of Stock,€33.24,,cudy-mesh-ac1200-dual-band-gigabit-wi-fi-1-pack-m1300
Unitek Y-8711 VGA to HDMI Cable with Audio,Type:VGA to HDMI,Out of Stock,€33.24,,unitek-y-8711-vga-to-hdmi-cable-with-audio
Govee RGBIC Wi-Fi + Bluetooth LED Strip With Protective...,No description available,Out of Stock,€33.25,,govee-rgbic-wi-fi-bluetooth-led-strip-with-protective-coating-5m
DigitMX DMX-CHHS2 HDMI TO HDMI+Audio (SPDIF+2RCA) Converter,Type:HDMI to HDMI+Audio|Power:DC Powered,Out of Stock,€33.25,,digitmx-dmx-chhs2-hdmi-to-hdmiaudio-spdif2rca-converter
AV:Link 4K HDMI Digital Audio Extractor 128.514UK,Type:HDMI to HDMI+Audio|Power:USB Powered,Out of Stock,€33.25,,av-link-4k-hdmi-digital-audio-extractor-128514uk
Tenda 5-Port Gigabit PD Switch With 4-Port PoE TEG1105PD,Ethernet Speed:Gigabit|Ethernet Ports:5|Poe Ports:4|Type:Unmanaged|Mounting:Desktop|PoE Type:802.3af,Out of Stock,€33.25,,tenda-5-port-gigabit-pd-switch-with-4-port-poe-teg1105pd
Trust Gaming Mouse Pad GXT 758 XXL,"XXL surface design (930x300x3mm)
Optimized surface texture for optimal accuracy and smooth control
Works with all mouse sensitivities and sensors
Anti-slip rubber bottom",Out of Stock,€33.50,,trust-gaming-mouse-pad-gxt-758-xxl-8713439215694
HP Combo Keyboard and Mouse 330 Wireless 2V9E6AA,"Wireless connection:   2.4GHz
Mouse resolution: 1600 DPI
Full Size Keyboard
Black",Out of Stock,€34.00,,hp-combo-keyboard-and-mouse-330-wireless-2v9e6aa
Armaggeddon MKA-9C ProGaming Mechanical Keyboard With Arm...,Type:Wired|Light Effect:Backlight|Mechanical Keys:Yes|Switch Type:Blue|Light FX:Yes,Out of Stock,€34.00,,armaggeddon-mka-9c-progaming-mechanical-keyboard-with-arm-rest
Armaggeddon MKA-7C ProGaming Mechanical Keyboard Black,Type:Wired|Light Effect:Backlight|Mechanical Keys:Yes|Switch Type:Blue|Light FX:Yes,Out of Stock,€34.00,,armaggeddon-mka-7c-progaming-mechanical-keyboard-black
SSD Team Group MP33 512GB M.2 PCIe TM8FP6512G0C101,"Capacity 512 GB 


Form factor M.2 2280


Read/write speeds up to 1700 Mbps/ 1400 Mbps

PCIe 3.0 x4 with NVMe 1.3
5 Years limited warranty",Out of Stock,€34.00,,ssd-team-group-mp33-512gb-m2-pcie-tm8fp6512g0c101-765441048089
HP Combo Keyboard and Mouse 300 Wireless 3ML04AA,"Wireless 2.4GHz
1600 DPI
10 hot keys
Full Size Keyboard
Black",Out of Stock,€34.00,,hp-combo-keyboard-and-mouse-300-wireless-3ml04aa
"Monitor Mount Logilink BP0109 TWO SIDED 17-32 ""","Suitable for 17–32″ monitors
Weight capacity each arm: 8 kg max.
Tilt: -15°/+15° swivel: -15°/+15° front panel rotatable: 360°
VESA compatibility: 75x75, 100x100
Mounting type: Grommet, bolt-down base mounting
Number of monitors: 2",Out of Stock,€34.00,,monitor-mount-logilink-bp0109-two-sided-17-32-
Mercusys MS108G 8-Port Gigabit Ethernet Switch,Ethernet Speed:Gigabit|Ethernet Ports:8|Type:Unmanaged|Mounting:Desktop/Wall,Out of Stock,€34.00,,mercusys-ms108g-8-port-gigabit-ethernet-switch
Cougar Bunker S RGB Headset Stand,"Bunker S’ TotalSuction technology uses advanced and patented vacuum suction to establish an incredibly strong bondage with the surface you want to use it on. This technology protects your headset: the stand won’t fall if it is accidentally hit,...",Out of Stock,€34.00,,cougar-bunker-s-rgb-headset-stand-4715302449988
CPU Cooler XIGMATEK Air Killer S black,"Intel LGA 2011-V3/2011/1700/1200/115x - AMD AM4/AM3+/AM3
ARGB light on top
TDP 160 Watts
Support Dual FANs 120 mm
800-1800 RPM / 25.3 dBA",Out of Stock,€34.00,,cpu-cooler-xigmatek-air-killer-s-black-4713436747901
Knipex Universal Shears for Electricians 9505155,No description available,Out of Stock,€34.20,,knipex-universal-shears-for-electricians-9505155
Unitek USB-C Hub USB3.0 4-Port USB-C H1107K,"uHUB Q4 Next is a USB-C 4 ports hub composed of four USB-C sockets and ultra-slim and sleek craftsmanship.


	4 ports USB-C expansion
	Ultra-slim design
	Up to 5Gbps
	Aluminum housing",Out of Stock,€34.20,,unitek-usb-c-hub-usb30-4-port-usb-c-h1107k
Unitek SolidForce Reefer USB-C 3.2 M.2 NVMe Alum...,Size:M.2|Housing Material:Aluminium|Transfer Speed:USB3.2 10Gbps,Out of Stock,€34.60,,unitek-solidforce-reefer-usb-c-32-m2-nvme-alum-enclosure-s1225a
PCIe Card 7260AC Wi-Fi adapter with bluetooth,"7260AC module
Up to 1200 Mbps connection speed
802.11ac Wi-Fi
Bluetooth 5.1
Low Profile
Support Windows 7,8,10,11",Out of Stock,€35.00,,pcie-card-7260ac-wi-fi-adapter-with-bluetooth
DT-PDU-04-C14 7WAY UK PDU WITH IEC C14 PLUG,"Type: IEC extension
Height: 1U
Maximum power of the strip: 2500 W
Input cable: IEC C14, 10A",Out of Stock,€35.00,,dt-pdu-04-c14-7way-uk-pdu-with-iec-c14-plug-5901969414493
A4 Tech 9300F Combo Wireless Keyboard Mouse,"Connector: USB 15 m operating range
Receiver: RN-10D
Frequency: 2.4G Hz
Keyboard: GR-152
Battery: 2 AAA Alkaline Batteries
Mouse: G9-730FX
Battery: 1 AA Alkaline Battery",Out of Stock,€35.00,,a4-tech-9300f-combo-wireless-keyboard-mouse-4711421877435
HP carry backpack 15.6 Laptop odyssey L8J88AA,"Traversing across campus or a daily outdoor excursion, enjoy the strategically placed padding, trendsetting design, and versatile storage. The HP  Odyssey Backpack blends distinctive colors, durable materials, and a unique camouflage pattern, all...",Out of Stock,€35.00,,hp-carry-backpack-156-laptop-odyssey-l8j88aa
TV Wall Mount Loctek PSW653SAT  26-65 Inch,"Model: PSW653SAT
Vesa: 400 x 400
Tv size screen: 26-65 Inch
Weight capacity: 30 kg
Tilt angle:-5°~15°
Color: black",Out of Stock,€35.00,,tv-wall-mount-loctek-psw653sat-26-65-inch
Genius Keyboard Wired Ergonomic + Palm Rest KB-700 English,"Wired Keyboard
Interface: USB
With Palm rest
OS: Windows 8, 10, 11 or later / Mac OS X 10.8 or later",Out of Stock,€35.00,,genius-keyboard-wired-ergonomic-palm-rest-kb-700-english
PNY Pro Elite 256GB Micro SD Card With Adapter,Capacity:256GB|Recording Quality:4K|UHS Speed Class:U3|Speed Class:10|Waterproof:Yes|Shockproof:Yes,Out of Stock,€35.00,,pny-pro-elite-256gb-micro-sd-card-with-adapter
ALSEYE M120P KIT 4pin PWM + 3pin Adjustable RGB Fans Aura...,"Type: RGB Fan Kit
LED TYPE: Single
Color: RGB",Out of Stock,€35.00,,alseye-m120p-kit-4pin-pwm-3pin-adjustable-rgb-fans-aura-compatible-black
CPU air cooler Snowman MT4-V3 ARGB black,"TDP 190W
FAN speed 800-1600 RPM
FAN size: 120 mm
Connection: 4 Pin PMW + 3 Pin
Sockets AMD: AM5, AM4Sockets Intel: LGA1700, LGA1200
RGB Support 
Warranty : 2 Years",Out of Stock,€35.00,,cpu-air-cooler-snowman-mt4-v3-argb-black
Genius Keyboard-Mouse Set Wireless AI+Voice Typing...,"Wireless  silent keyboard mouse combo
Activate AI Copilot assistant, microphone voice typing in Windows 11
2.4G wireless no cable, working distance up to 10 meters
battery indicator and shortcuts
Plug to start without installation",Out of Stock,€35.00,,genius-keyboard-mouse-set-wireless-aivoice-typing-km-8216s-russian
Keyboard A4Tech 3330N multimedia wireless Combo,"Keyboard mouse kit
Ultra slim profile, reducing typing noises.
Ideal for fast typing.
Mouse
Optical Mouse USB",Out of Stock,€35.00,,keyboard-a4tech-3330n-multimedia-wireless-combo-4711421936026
Coolermaster NotePal L2 Laptop Cooling Pad 160mm,Fans:1|LED Lights:Yes|USB Hub:Yes,Out of Stock,€35.00,,coolermaster-notepal-l2-laptop-cooling-pad-160mm
Alcatroz XPLORER DOCK2BT BT Keyboard-Touchpad Dock Black-Red,Type:Bluetooth|TouchPad:Yes|Rechargeable:Yes,Out of Stock,€35.00,,alcatroz-xplorer-dock2bt-bt-keyboard-touchpad-dock-black-red
DigitMX DMX-CAVH7 AV TO HDMI Converter,"Input signal formats: AV(Red Yellow White) CVBS Composite audio and video
Output signal: HDMI 1080P 60Hz/720P 60Hz
Video input standard: PAL.NTSC3.58.NTSC4.43, SECAM, PALIM, PAL/N
HDCP compatible",Out of Stock,€35.00,,digitmx-dmx-cavh7-av-to-hdmi-converter
D-Link 16 Port 10/100 DES-1016A/B,"16 PORT 10/100LAN PORTS
UNMANAGED
PLUG &amp; PLAY
AUTO MDI/MDIX
GREEN TECHNOLOGY
PLASTIC CASE",Out of Stock,€35.00,,d-link-16-port-10-100-des-1016a-b
Laptop backpack HP Prelude pro 15.6  4Z513AA,"Fits most 15.6-inch diagonal laptops
RECYCLED FABRIC
WATER-RESISTANT COATING
LIGHTWEIGHT
ADJUSTABLE SHOULDER STRAPS",Out of Stock,€35.00,,laptop-backpack-hp-prelude-pro-156-4z513aa
Alcatroz XPLORER DOCK2BT BT Keyboard-Touchpad Dock...,Type:Bluetooth|TouchPad:Yes,Out of Stock,€35.00,,alcatroz-xplorer-dock2bt-bt-keyboard-touchpad-dock-white-grey
Orico HDE USB-C 3.1 M2 NVME/SATA Encl Blue TCM2M-C3,Size:M.2|Housing Material:Plastic|Transfer Speed:USB3.1 10Gbps,Out of Stock,€35.14,,orico-hde-usb-c-31-m2-nvme-sata-encl-blue-tcm2m-c3
Techlink iWiresPRO 8K HDMI Certified Cable 5.0m 711805,Type:HDMI|Length:5.0m|Version:2.1|Braided:Yes,Out of Stock,€35.99,,techlink-iwirespro-8k-hdmi-certified-cable-50m-711805
Gaming mouse HP OMEN Vector 8BC53AA,"USB Wired mosue
OMEN Radar 3 Sensor, co-developed with PixArt
supporting up to 16,000 dpi
450 IPS, acceleration, and self-calibration",Out of Stock,€36.00,,gaming-mouse-hp-omen-vector-8bc53aa
Gaming Mouse A4 Tech R7A BLOODY wireless,"Resolution: 100-4,000 CPI
USB connection - wireless
8 Programmer Buttons
Key response time: 1 ms",Out of Stock,€36.00,,gaming-mouse-a4-tech-r7a-bloody-wireless-4711421904599
HP Wireless Mouse Envy Rechargeable 500,Laser Sensor1600 DPIMicro-USB charging cable2.4 GHz wireless dongleQuick Start poster,Out of Stock,€36.00,,hp-wireless-mouse-envy-rechargeable-500
Lanberg DSP2-1008 Ethernt Switch 8port Gigabit 12V,Ethernet Speed:Gigabit|Ethernet Ports:8|Type:Unmanaged|Mounting:Desktop/Wall,Out of Stock,€36.00,,lanberg-dsp2-1008-ethernt-switch-8port-gigabit-12v
MikroTik RB941-2nDTC HAP Lite TC Wireless Router UK Plug,No description available,Out of Stock,€36.00,,mikrotik-rb941-2ndtc-hap-lite-tc-wireless-router-uk-plug
Unitek VGA to VGA Cable 25.0m Y-C509G,Cable Type:VGA|Ferrite:Yes|Length:25.0m,Out of Stock,€36.10,,unitek-vga-to-vga-cable-250m-y-c509g
Razer KIYO X  1080p Full HD  Auto Focus Low Light Sensor,"Matrix 1080p 30 fps
Video resolution 1920 x 1080 pixels
Viewing angle 82°
USB 2.0 interface
Cable 1.5 m",Out of Stock,€37.00,,razer-kiyo-x-1080p-full-hd-auto-focus-low-light-sensor--8887910000069
Orico HDE USB-C 3.0 2.5/3.5'' HDD Enclosure 3588C3,"Size:2.5""-3.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€37.05,,orico-hde-usb-c-30-25-35-hdd-enclosure-3588c3
